sgRNA	gene	CRISPR_C6596697.sample	CRISPR_C6596666.sample
CHCHD10_CCDS13815.1_ex2_22:24109625-24109648:-_5-3	CHCHD10	436	618
DCLRE1B_CCDS866.1_ex1_1:114449693-114449716:-_5-2	DCLRE1B	413	515
C22orf42_CCDS33639.1_ex8_22:32555048-32555071:-_5-5	C22orf42	491	364
NISCH_CCDS33767.1_ex4_3:52505910-52505933:+_5-2	NISCH	612	875
ANKRD28_CCDS46769.1_ex21_3:15765918-15765941:+_5-3	ANKRD28	339	298
CNGB3_CCDS6244.1_ex13_8:87680367-87680390:+_5-3	CNGB3	478	549
TCF21_CCDS5167.1_ex0_6:134210771-134210794:-_5-4	TCF21	306	468
SMARCAL1_CCDS2403.1_ex0_2:217280055-217280078:+_5-3	SMARCAL1	554	435
STYX_CCDS9711.1_ex3_14:53217403-53217426:-_5-2	STYX	335	285
GRHPR_CCDS6609.1_ex3_9:37426526-37426549:+_5-3	GRHPR	440	520
MAML3_CCDS54805.1_ex4_4:141074333-141074356:-_5-5	MAML3	442	376
PITX1_CCDS4182.1_ex1_5:134367170-134367193:-_5-3	PITX1	671	614
FAM92A1_CCDS47892.1_ex3_8:94717217-94717240:-_5-4	FAM92A1	211	210
TENC1_CCDS8842.1_ex8_12:53449455-53449478:+_5-1	TENC1	436	518
H6PD_CCDS101.1_ex3_1:9323581-9323604:+_5-4	H6PD	377	413
PLEKHG2_CCDS33022.2_ex11_19:39911443-39911466:-_5-3	PLEKHG2	521	514
PCDHB10_CCDS4252.1_ex0_5:140572798-140572821:-_5-2	PCDHB10	381	444
sgTADA2B_2	TADA2B_LS	336	508
B3GNT2_CCDS1870.1_ex0_2:62449927-62449950:-_5-5	B3GNT2	231	267
IL1RAPL1_CCDS14218.1_ex1_X:29301240-29301263:-_5-1	IL1RAPL1	333	436
SLC12A2_CCDS4144.1_ex4_5:127466861-127466884:+_5-4	SLC12A2	539	480
NME2_CCDS11580.1_ex1_17:49245641-49245664:+_3-2	NME2	0	0
PLXND1_CCDS33854.1_ex35_3:129324904-129324927:-_5-5	PLXND1	543	581
sgBLM_8	BLM_LS	300	360
PARD3_CCDS53509.1_ex13_10:34671804-34671827:+_5-1	PARD3	370	396
ARL8A_CCDS1421.1_ex5_1:202107557-202107580:+_5-5	ARL8A	474	427
WDR92_CCDS1884.1_ex5_2:68371754-68371777:-_5-1	WDR92	285	462
COX10_CCDS11166.1_ex3_17:14005537-14005560:+_5-3	COX10	393	456
PCDH8_CCDS9438.1_ex2_13:53422453-53422476:-_5-5	PCDH8	387	413
PLA2G2F_CCDS204.2_ex2_1:20470016-20470039:-_5-3	PLA2G2F	424	457
KRTAP6-1_CCDS13602.1_ex0_21:31986107-31986130:-_4-3	KRTAP6-1	768	604
VPS9D1_CCDS42220.1_ex12_16:89783136-89783159:-_5-5	VPS9D1	1289	1028
NLK_CCDS11224.2_ex0_17:26370325-26370348:-_5-3	NLK	110	137
APOBEC3F_CCDS33648.1_ex2_22:39440941-39440964:-_8-6	APOBEC3F	362	264
ZNF223_CCDS12635.1_ex3_19:44570340-44570363:+_5-2	ZNF223	305	367
PSMC5_CCDS11645.1_ex6_17:61908273-61908296:+_5-5	PSMC5	10	161
YLPM1_CCDS45135.1_ex4_14:75264353-75264376:+_5-3	YLPM1	405	540
EFTUD2_CCDS11489.1_ex13_17:42941068-42941091:-_5-2	EFTUD2	75	602
CEP112_CCDS32710.1_ex24_17:64173127-64173150:-_10-10	CEP112	28	174
MYOZ1_CCDS7330.1_ex3_10:75397627-75397650:-_5-5	MYOZ1	450	325
SNX9_CCDS5253.1_ex8_6:158330943-158330966:+_5-5	SNX9	282	299
sgMED4_7	MED4_LS	147	351
EPX_CCDS11602.1_ex3_17:56271158-56271181:+_5-3	EPX	633	663
KIAA1644_CCDS43025.1_ex1_22:44681591-44681614:+_5-2	KIAA1644	250	419
H1FOO_CCDS3064.1_ex2_3:129268135-129268158:-_5-5	H1FOO	740	643
PRPF39_CCDS9682.2_ex1_14:45565381-45565404:+_5-1	PRPF39	100	267
sgNEK9_2	NEK9_LS	466	441
IRF4_CCDS4469.1_ex0_6:393245-393268:+_5-1	IRF4	200	288
MYBPC1_CCDS55877.1_ex13_12:102045144-102045167:+_5-4	MYBPC1	604	516
sgSKA2_2	SKA2_LS	339	511
SPTB_CCDS32099.1_ex29_14:65268101-65268124:+_5-4	SPTB	1186	923
ZNF621_CCDS2693.1_ex3_3:40573983-40574006:+_5-5	ZNF621	736	684
NKX2-4_CCDS42855.1_ex1_20:21377594-21377617:+_5-3	NKX2-4	419	577
CCDC30_CCDS30690.1_ex4_1:43032069-43032092:+_5-4	CCDC30	451	405
DPP3_CCDS58147.1_ex1_11:66254115-66254138:-_5-2	DPP3	887	646
RETSAT_CCDS1972.1_ex7_2:85577297-85577320:+_5-3	RETSAT	631	569
MRPL27_CCDS11564.1_ex1_17:48447441-48447464:-_5-3	MRPL27	75	285
PAPOLG_CCDS1863.1_ex13_2:61014105-61014128:+_5-5	PAPOLG	305	337
KIAA1549L_CCDS44565.2_ex0_11:33564563-33564586:-_5-1	KIAA1549L	583	477
PATE4_CCDS44765.1_ex1_11:125707820-125707843:-_4-3	PATE4	705	536
sgPSKH1_7	PSKH1_LS	417	349
TAF2_CCDS34937.1_ex17_8:120807770-120807793:-_5-4	TAF2	78	329
COX19_CCDS34582.1_ex1_7:1012824-1012847:-_2-1	COX19	85	70
FAM196B_CCDS47336.1_ex2_5:169310412-169310435:-_5-3	FAM196B	672	507
PLA2G10_CCDS10555.1_ex2_16:14784404-14784427:+_5-4	PLA2G10	130	248
MCRS1_CCDS31795.1_ex7_12:49956768-49956791:+_5-3	MCRS1	193	414
ADAMTS9_CCDS2903.1_ex37_3:64672353-64672376:+_5-1	ADAMTS9	480	597
DRD2_CCDS8361.1_ex3_11:113286229-113286252:+_5-1	DRD2	416	387
ACLY_CCDS11412.1_ex22_17:40063697-40063720:+_5-3	ACLY	369	629
DEK_CCDS34344.1_ex5_6:18256025-18256048:-_5-2	DEK	237	293
CNTN1_CCDS58225.1_ex5_12:41323698-41323721:+_5-4	CNTN1	526	481
sgSMC1A_1	SMC1A_LS	109	337
TVP23A_CCDS45408.1_ex3_16:10867963-10867986:-_5-2	TVP23A	97	151
sgING1_9	ING1_LS	480	449
C12orf54_CCDS8764.1_ex4_12:48884597-48884620:+_5-3	C12orf54	312	438
UBAP1L_CCDS53948.1_ex3_15:65394847-65394870:-_5-3	UBAP1L	754	748
COQ10A_CCDS41796.1_ex2_12:56662881-56662904:-_5-3	COQ10A	305	245
TMEM229A_CCDS47694.1_ex0_7:123672620-123672643:-_5-2	TMEM229A	644	968
MTMR1_CCDS14695.1_ex7_X:149900011-149900034:-_5-4	MTMR1	303	282
PSMD5_CCDS59143.1_ex8_9:123605012-123605035:+_5-5	PSMD5	90	318
GJB5_CCDS382.1_ex0_1:35223282-35223305:+_5-4	GJB5	838	524
NMNAT1_CCDS108.1_ex1_1:10035648-10035671:+_5-2	NMNAT1	160	291
RPL13_CCDS10979.1_ex1_16:89627676-89627699:-_5-2	RPL13	195	600
OSBPL9_CCDS41332.3_ex11_1:52231536-52231559:-_5-4	OSBPL9	362	412
TROAP_CCDS41779.1_ex1_12:49717665-49717688:-_5-4	TROAP	677	655
FABP2_CCDS3712.1_ex1_4:120240771-120240794:+_5-1	FABP2	262	316
NRG1_CCDS55218.1_ex6_8:32611947-32611970:-_18-17	NRG1	402	535
CTRL00673	NON-TARGETING	19	69
RPS15A_CCDS10571.1_ex2_16:18799454-18799477:-_5-3	RPS15A	17	53
B2M_CCDS10113.1_ex1_15:45007706-45007729:-_5-3	B2M	220	242
sgACVR1_2	ACVR1_LS	598	547
SRRM2_CCDS32373.1_ex9_16:2812546-2812569:-_5-5	SRRM2	810	773
PARP14_CCDS46894.1_ex5_3:122419707-122419730:+_5-1	PARP14	131	179
TAB2_CCDS5214.1_ex1_6:149699714-149699737:-_5-5	TAB2	567	475
ADORA2B_CCDS11173.1_ex0_17:15848854-15848877:-_5-2	ADORA2B	577	459
TBX1_CCDS13765.1_ex2_22:19750843-19750866:+_5-5	TBX1	200	566
FAT1_CCDS47177.1_ex17_4:187541742-187541765:+_5-3	FAT1	885	870
sgPARP16_6	PARP16_LS	616	403
TAAR5_CCDS5156.1_ex0_6:132910694-132910717:-_5-4	TAAR5	660	857
ASAP2_CCDS1661.1_ex10_2:9484912-9484935:-_5-4	ASAP2	516	411
COMP_CCDS12385.1_ex9_19:18898407-18898430:+_5-2	COMP	489	690
GTSE1_CCDS14074.2_ex3_22:46708095-46708118:-_5-3	GTSE1	358	418
ZSCAN5A_CCDS12941.1_ex2_19:56735166-56735189:+_5-3	ZSCAN5A	228	219
PHF10_CCDS5308.2_ex5_6:170114917-170114940:-_5-2	PHF10	417	340
WASF2_CCDS304.1_ex5_1:27744774-27744797:+_5-2	WASF2	404	389
AP2B1_CCDS32621.1_ex2_17:33932733-33932756:-_5-1	AP2B1	232	319
DNAJC27_CCDS1716.1_ex3_2:25180753-25180776:-_5-3	DNAJC27	587	552
MST1_CCDS33757.2_ex9_3:49723519-49723542:+_5-1	MST1	677	520
IFNG_CCDS8980.1_ex3_12:68553297-68553320:+_5-5	IFNG	153	100
PPP4R4_CCDS9921.1_ex5_14:94700033-94700056:-_7-7	PPP4R4	126	138
NUP35_CCDS2290.1_ex1_2:183993124-183993147:-_5-1	NUP35	298	412
LRRC71_CCDS44249.1_ex5_1:156897014-156897037:-_5-3	LRRC71	502	602
PRSS46_CCDS54576.1_ex1_3:46775347-46775370:+_5-2	PRSS46	296	476
ASMTL_CCDS43917.1_ex4_X:1540699-1540722:-_5-2	ASMTL	354	293
RXRA_CCDS35172.1_ex1_9:137293615-137293638:-_5-1	RXRA	642	852
SLC30A5_CCDS34173.1_ex0_5:68390148-68390171:+_9-1	SLC30A5	517	662
KCNK10_CCDS9880.1_ex2_14:88658642-88658665:-_5-1	KCNK10	67	172
ICOS_CCDS2363.1_ex1_2:204820548-204820571:-_5-4	ICOS	119	174
PTCD2_CCDS4014.2_ex6_5:71634540-71634563:+_5-4	PTCD2	296	306
SNX2_CCDS34217.1_ex6_5:122143970-122143993:+_5-1	SNX2	586	509
MIER1_CCDS41347.1_ex2_1:67411863-67411886:+_10-3	MIER1	645	574
LOC100507003_CCDS58672.1_ex0_19:49930389-49930412:-_5-2	LOC100507003	288	427
ADAMTS5_CCDS13579.1_ex7_21:28338456-28338479:-_5-5	ADAMTS5	694	594
GPR173_CCDS14349.1_ex0_X:53105957-53105980:-_5-1	GPR173	183	160
VMO1_CCDS11055.1_ex2_17:4689522-4689545:-_10-8	VMO1	734	754
ZNF675_CCDS32981.1_ex0_19:23837232-23837255:-_5-2	ZNF675	74	27
FGF9_CCDS9298.1_ex0_13:22246279-22246302:+_5-4	FGF9	331	369
ZNF746_CCDS55180.1_ex0_7:149172493-149172516:-_5-2	ZNF746	415	548
C9orf129_CCDS43850.1_ex1_9:96081400-96081423:+_5-1	C9orf129	667	457
ZNF219_CCDS9568.1_ex2_14:21560622-21560645:+_5-2	ZNF219	469	769
GCM2_CCDS4517.1_ex1_6:10876122-10876145:-_5-2	GCM2	384	395
C16orf11_CCDS45365.1_ex0_16:613638-613661:-_5-3	C16orf11	843	569
SLC34A3_CCDS7038.1_ex4_9:140127481-140127504:+_5-2	SLC34A3	381	608
QTRTD1_CCDS33828.1_ex4_3:113795708-113795731:+_5-2	QTRTD1	288	334
MRPL52_CCDS41917.1_ex2_14:23299444-23299467:-_10-4	MRPL52	302	438
AMOTL2_CCDS33860.1_ex8_3:134089918-134089941:+_5-5	AMOTL2	464	569
LIN7A_CCDS9021.1_ex3_12:81283028-81283051:-_5-4	LIN7A	452	374
C19orf54_CCDS12564.2_ex4_19:41251040-41251063:-_5-2	C19orf54	538	531
GATM_CCDS10122.1_ex5_15:45660351-45660374:-_5-2	GATM	489	520
LAGE3_CCDS14753.1_ex1_X:153706664-153706687:-_5-1	LAGE3	326	409
PPM1N_CCDS46115.1_ex0_19:46002018-46002041:+_5-2	PPM1N	900	825
ADAMTS17_CCDS10383.1_ex18_15:100821481-100821504:+_5-4	ADAMTS17	702	547
ZFYVE20_CCDS2623.1_ex10_3:15137511-15137534:-_5-5	ZFYVE20	194	147
PBX3_CCDS48021.1_ex1_9:128678001-128678024:+_5-1	PBX3	394	490
IRF7_CCDS7703.1_ex7_11:614862-614885:-_5-2	IRF7	664	560
TTC34_CCDS55565.1_ex3_1:2700228-2700251:+_5-3	TTC34	432	468
sgEIF4G3_9	EIF4G3_LS	410	437
COTL1_CCDS10947.1_ex1_16:84623776-84623799:+_5-3	COTL1	722	620
sgDUT_7	DUT_LS	19	368
ZNF669_CCDS31088.1_ex0_1:247264570-247264593:-_5-4	ZNF669	331	261
GRPR_CCDS14174.1_ex0_X:16142342-16142365:+_5-4	GRPR	508	504
C1orf229_CCDS1630.1_ex0_1:247275022-247275045:+_5-1	C1orf229	685	801
MAPKAP1_CCDS35139.1_ex3_9:128268582-128268605:+_13-2	MAPKAP1	523	682
EPHX4_CCDS736.1_ex0_1:92495740-92495763:-_5-1	EPHX4	281	390
PNPT1_CCDS1856.1_ex23_2:55910938-55910961:-_5-4	PNPT1	280	378
INCA1_CCDS11064.1_ex2_17:4892845-4892868:+_5-3	INCA1	480	332
ELANE_CCDS12045.1_ex3_19:855732-855755:-_5-5	ELANE	484	575
SIM1_CCDS5045.1_ex5_6:100896471-100896494:-_5-3	SIM1	854	698
NFKBIZ_CCDS2946.1_ex3_3:101571770-101571793:-_5-1	NFKBIZ	406	329
UNC13B_CCDS6579.1_ex3_9:35236459-35236482:+_5-1	UNC13B	454	467
PCYT2_CCDS11791.1_ex9_17:79866478-79866501:+_5-5	PCYT2	476	451
LYZ_CCDS8989.1_ex1_12:69743885-69743908:+_5-2	LYZ	436	422
PEX5L_CCDS3236.1_ex4_3:179529653-179529676:-_5-2	PEX5L	290	473
AKR1C3_CCDS7063.1_ex5_10:5144380-5144403:+_5-5	AKR1C3	462	227
SGK223_CCDS43706.1_ex3_8:8235181-8235204:-_5-4	SGK223	851	668
OSTF1_CCDS6651.1_ex4_9:77746717-77746740:+_5-4	OSTF1	415	347
GNAS_CCDS13472.1_ex4_20:57478839-57478862:-_15-11	GNAS	650	595
IQCC_CCDS355.1_ex3_1:32672666-32672689:-_5-4	IQCC	562	476
CASQ1_CCDS1198.2_ex2_1:160163600-160163623:+_5-4	CASQ1	398	507
sgDSTYK_10	DSTYK_LS	257	259
CCL8_CCDS11280.1_ex1_17:32647296-32647319:-_5-1	CCL8	477	532
ACOT4_CCDS9817.1_ex2_14:74061737-74061760:+_5-2	ACOT4	119	88
N4BP2L2_CCDS9346.1_ex4_13:33110820-33110843:+_11-11	N4BP2L2	152	245
CCDC138_CCDS2080.1_ex1_2:109404539-109404562:-_5-2	CCDC138	589	436
AVIL_CCDS8959.1_ex16_12:58207088-58207111:-_5-5	AVIL	714	373
SEZ6_CCDS45638.1_ex15_17:27308720-27308743:+_5-5	SEZ6	807	802
PFKFB1_CCDS14364.1_ex7_X:54982589-54982612:-_5-2	PFKFB1	461	511
IL24_CCDS1471.1_ex1_1:207072765-207072788:-_5-3	IL24	482	418
PNISR_CCDS5043.1_ex8_6:99860492-99860515:-_5-4	PNISR	77	108
ALDH3A1_CCDS11212.1_ex8_17:19646622-19646645:-_5-5	ALDH3A1	626	487
CORO2B_CCDS10229.2_ex2_15:68987564-68987587:+_5-2	CORO2B	467	556
TEX35_CCDS1323.1_ex6_1:178489927-178489950:+_7-7	TEX35	382	396
EMR2_CCDS32935.1_ex10_19:14875403-14875426:-_5-5	EMR2	663	724
NBN_CCDS6249.1_ex8_8:90976628-90976651:+_5-2	NBN	422	312
CYP4Z1_CCDS545.1_ex7_1:47564841-47564864:-_5-4	CYP4Z1	445	410
VDAC3_CCDS47850.1_ex3_8:42256244-42256267:+_5-1	VDAC3	256	369
TGFBR3L_CCDS58648.1_ex0_19:7981409-7981432:+_5-2	TGFBR3L	1144	914
B3GNTL1_CCDS32778.1_ex6_17:80963026-80963049:-_5-2	B3GNTL1	471	447
PLSCR3_CCDS42253.1_ex2_17:7296248-7296271:-_5-2	PLSCR3	442	437
sgCHD5_7	CHD5_LS	345	369
ITPK1_CCDS45157.1_ex7_14:93483121-93483144:-_5-5	ITPK1	897	835
PPOX_CCDS1221.1_ex4_1:161138328-161138351:-_5-3	PPOX	256	333
ADORA3_CCDS839.1_ex0_1:112042939-112042962:+_12-7	ADORA3	379	393
HJURP_CCDS33406.1_ex1_2:234750627-234750650:-_5-3	HJURP	18	487
P4HA1_CCDS41537.1_ex10_10:74828615-74828638:-_5-4	P4HA1	144	191
SGCZ_CCDS5992.2_ex1_8:13959965-13959988:+_5-1	SGCZ	1057	636
AKAP12_CCDS5229.1_ex2_6:151671520-151671543:+_5-5	AKAP12	414	361
NOS3_CCDS55182.1_ex5_7:150695656-150695679:-_5-4	NOS3	328	342
SUMF1_CCDS2564.1_ex7_3:4494638-4494661:+_5-1	SUMF1	682	700
ZCCHC12_CCDS14574.1_ex0_X:117959609-117959632:+_5-3	ZCCHC12	410	349
FABP4_CCDS6230.1_ex2_8:82392802-82392825:-_5-5	FABP4	571	546
BRD4_CCDS12328.1_ex15_19:15376173-15376196:+_5-2	BRD4	198	433
NLRC4_CCDS33174.1_ex5_2:32476622-32476645:-_5-5	NLRC4	291	426
ARMC12_CCDS4809.1_ex1_6:35705861-35705884:+_5-3	ARMC12	305	284
TBC1D23_CCDS2936.1_ex9_3:100018071-100018094:+_5-5	TBC1D23	318	389
sgADAM10_7	ADAM10_LS	347	508
RPP38_CCDS7108.1_ex0_10:15145602-15145625:+_5-2	RPP38	298	487
TEAD2_CCDS12761.1_ex3_19:49850595-49850618:+_5-2	TEAD2	612	728
TNIP2_CCDS3362.1_ex4_4:2749444-2749467:+_5-5	TNIP2	938	747
ZNF260_CCDS33003.1_ex0_19:37005687-37005710:+_5-2	ZNF260	364	375
HSP90B1_CCDS9094.1_ex8_12:104335198-104335221:-_5-2	HSP90B1	58	133
PHF21B_CCDS14061.1_ex8_22:45309786-45309809:+_5-5	PHF21B	528	542
SGK2_CCDS13320.1_ex2_20:42196336-42196359:+_5-1	SGK2	540	510
LRRC8D_CCDS726.1_ex0_1:90399097-90399120:-_5-3	LRRC8D	110	184
MLEC_CCDS9206.1_ex1_12:121131948-121131971:-_5-2	MLEC	278	307
HOXD13_CCDS2264.2_ex0_2:176957895-176957918:-_5-2	HOXD13	558	729
sgHSPA1A_1	HSPA1A_LS	300	426
NUP93_CCDS10769.1_ex4_16:56852602-56852625:-_5-1	NUP93	149	434
ECE1_CCDS215.1_ex13_1:21585309-21585332:-_5-3	ECE1	575	537
MDM4_CCDS1447.1_ex3_1:204501352-204501375:+_15-6	MDM4	322	269
NT5DC1_CCDS5104.1_ex3_6:116432084-116432107:+_5-5	NT5DC1	207	456
NSG1_CCDS3376.1_ex0_4:4389432-4389455:-_5-1	NSG1	605	533
GSTZ1_CCDS9858.1_ex5_14:77795467-77795490:-_9-7	GSTZ1	374	421
CDC37_CCDS12237.1_ex3_19:10505740-10505763:-_5-1	CDC37	147	350
sgWRNIP1_7	WRNIP1_LS	262	492
FURIN_CCDS10364.1_ex6_15:91421392-91421415:+_5-4	FURIN	734	769
TMCO5A_CCDS10046.1_ex1_15:38229106-38229129:+_5-2	TMCO5A	858	683
SNPH_CCDS13012.1_ex2_20:1281238-1281261:-_5-3	SNPH	844	773
PPP2R5D_CCDS43464.1_ex2_6:42974961-42974984:+_5-2	PPP2R5D	287	288
RHOT1_CCDS32610.1_ex10_17:30521093-30521116:-_5-5	RHOT1	331	232
CEND1_CCDS7714.1_ex0_11:788439-788462:+_5-4	CEND1	382	449
BIRC8_CCDS12863.1_ex0_19:53793282-53793305:+_5-1	BIRC8	244	223
MSH2_CCDS1834.1_ex2_2:47637356-47637379:+_5-1	MSH2	206	216
NMT2_CCDS7109.1_ex7_10:15175044-15175067:+_5-1	NMT2	166	192
SLC6A1_CCDS2603.1_ex5_3:11067178-11067201:-_5-5	SLC6A1	530	584
SLC15A2_CCDS3007.1_ex10_3:121642057-121642080:+_5-5	SLC15A2	492	533
CDK10_CCDS10984.2_ex7_16:89759797-89759820:+_5-4	CDK10	956	653
NPPA_CCDS139.1_ex1_1:11907286-11907309:+_5-1	NPPA	743	539
POLR2M_CCDS32252.1_ex1_15:58001396-58001419:-_5-1	POLR2M	464	574
WARS2_CCDS30817.1_ex4_1:119619070-119619093:+_5-3	WARS2	175	499
CPSF2_CCDS9902.1_ex6_14:92609451-92609474:-_5-4	CPSF2	45	385
KIAA1143_CCDS2721.1_ex2_3:44803006-44803029:-_5-5	KIAA1143	522	604
CPNE6_CCDS61413.1_ex3_14:24542852-24542875:-_5-2	CPNE6	749	482
TGOLN2_CCDS46351.1_ex2_2:85554469-85554492:-_5-2	TGOLN2	442	578
RHOQ_CCDS33191.1_ex2_2:46803246-46803269:-_5-3	RHOQ	278	340
C2CD4B_CCDS32259.1_ex0_15:62457038-62457061:+_5-4	C2CD4B	410	369
TTC8_CCDS32137.1_ex4_14:89307512-89307535:+_5-5	TTC8	555	493
UFD1L_CCDS13761.1_ex8_22:19459250-19459273:-_5-2	UFD1L	556	960
FATE1_CCDS14700.1_ex2_X:150889961-150889984:-_5-5	FATE1	259	328
GPR75-ASB3_CCDS54361.1_ex8_2:53992581-53992604:-_2-1	GPR75-ASB3	266	313
KRTAP11-1_CCDS13608.1_ex0_21:32253713-32253736:+_5-5	KRTAP11-1	529	419
TFB1M_CCDS5248.1_ex5_6:155632411-155632434:-_5-5	TFB1M	396	617
sgPHF11_2	PHF11_LS	460	379
SIX4_CCDS9749.2_ex2_14:61190212-61190235:-_5-4	SIX4	382	408
CXorf56_CCDS14579.1_ex4_X:118679439-118679462:-_7-4	CXorf56	311	370
TUBB3_CCDS10988.1_ex2_16:89999889-89999912:-_8-2	TUBB3	508	644
AHNAK_CCDS31584.1_ex1_11:62302614-62302637:-_5-2	AHNAK	343	357
DDX47_CCDS8655.1_ex2_12:12974300-12974323:-_5-5	DDX47	101	480
TAX1BP3_CCDS11032.1_ex0_17:3567154-3567177:-_5-1	TAX1BP3	867	764
COX18_CCDS3554.1_ex5_4:73935046-73935069:+_5-3	COX18	363	606
sgINTS1_10	INTS1_LS	379	487
MOGAT3_CCDS5714.1_ex4_7:100843552-100843575:-_5-3	MOGAT3	150	223
SARNP_CCDS8892.1_ex8_12:56194636-56194659:-_5-3	SARNP	331	467
CAPN11_CCDS47436.1_ex8_6:44144017-44144040:+_5-5	CAPN11	687	695
RFXANK_CCDS12395.1_ex1_19:19307839-19307862:-_5-3	RFXANK	575	538
JPH1_CCDS6217.1_ex3_8:75227646-75227669:+_5-3	JPH1	528	649
AOC1_CCDS43679.1_ex0_7:150553928-150553951:+_5-1	AOC1	557	508
HS3ST2_CCDS10606.1_ex0_16:22826105-22826128:-_5-1	HS3ST2	754	667
MTRR_CCDS3874.1_ex4_5:7878052-7878075:-_5-4	MTRR	201	146
TWIST1_CCDS5367.1_ex0_7:19156536-19156559:+_5-1	TWIST1	950	845
FRMD3_CCDS43840.1_ex0_9:85863341-85863364:+_15-3	FRMD3	375	314
C1QL3_CCDS31156.1_ex1_10:16562517-16562540:+_5-1	C1QL3	904	746
SPG7_CCDS10977.1_ex1_16:89576921-89576944:-_5-1	SPG7	585	538
CWF19L2_CCDS8336.2_ex10_11:107299632-107299655:+_5-1	CWF19L2	368	462
SKA1_CCDS11946.1_ex2_18:47908587-47908610:-_5-3	SKA1	178	257
SIDT2_CCDS31682.1_ex11_11:117058393-117058416:+_5-4	SIDT2	545	434
SLC2A3_CCDS8586.1_ex6_12:8084001-8084024:-_5-2	SLC2A3	372	234
MRPS24_CCDS5473.1_ex1_7:43908663-43908686:-_5-5	MRPS24	522	467
USP13_CCDS3235.1_ex9_3:179448399-179448422:-_5-4	USP13	471	479
PNPLA5_CCDS14053.1_ex5_22:44285330-44285353:-_5-4	PNPLA5	593	620
sgNEK11_5	NEK11_LS	619	539
ZRANB1_CCDS7642.1_ex1_10:126655280-126655303:+_5-5	ZRANB1	339	405
TM7SF2_CCDS41669.1_ex4_11:64881030-64881053:+_5-5	TM7SF2	349	514
OGN_CCDS6695.1_ex5_9:95165545-95165568:+_5-5	OGN	114	65
CREB3L3_CCDS12121.1_ex1_19:4155002-4155025:+_5-1	CREB3L3	335	383
TRIM77_CCDS60929.1_ex1_11:89444647-89444670:+_5-5	TRIM77	508	379
PCDHGB6_CCDS54929.1_ex0_5:140788208-140788231:-_5-1	PCDHGB6	429	468
HSPBAP1_CCDS3017.1_ex3_3:122474216-122474239:+_5-2	HSPBAP1	256	206
CCDC101_CCDS10635.1_ex4_16:28601428-28601451:-_5-5	CCDC101	272	306
DHX35_CCDS13310.1_ex4_20:37617496-37617519:-_5-1	DHX35	539	588
C2CD3_CCDS31636.1_ex17_11:73814561-73814584:-_5-2	C2CD3	359	203
sgZMAT2_5	ZMAT2_LS	53	203
BEX5_CCDS35350.1_ex0_X:101409149-101409172:-_5-5	BEX5	251	206
PDK2_CCDS11559.1_ex4_17:48184183-48184206:-_5-3	PDK2	438	618
MEP1A_CCDS4918.1_ex7_6:46793148-46793171:-_5-4	MEP1A	131	202
LPHN2_CCDS689.1_ex3_1:82409284-82409307:+_5-4	LPHN2	194	124
TEX264_CCDS2833.1_ex1_3:51718437-51718460:+_5-3	TEX264	597	615
sgMERTK_6	MERTK_LS	329	375
CLEC6A_CCDS31739.1_ex3_12:8618136-8618159:-_5-4	CLEC6A	448	376
TMEM161A_CCDS12393.1_ex8_19:19243468-19243491:+_5-3	TMEM161A	634	678
RUNDC3B_CCDS47635.1_ex3_7:87339892-87339915:-_5-4	RUNDC3B	313	560
PSMB10_CCDS10853.1_ex4_16:67969956-67969979:-_5-3	PSMB10	530	405
THSD4_CCDS10238.2_ex7_15:72020936-72020959:+_5-2	THSD4	566	424
ILF3_CCDS12246.1_ex4_19:10789355-10789378:-_5-2	ILF3	206	695
NDUFB1_CCDS9901.1_ex2_14:92588009-92588032:-_5-5	NDUFB1	451	470
PRKAA2_CCDS605.1_ex5_1:57161810-57161833:+_5-3	PRKAA2	184	112
HCRTR2_CCDS4956.1_ex0_6:55039541-55039564:+_5-1	HCRTR2	284	587
MED15_CCDS13781.1_ex1_22:20891430-20891453:+_5-1	MED15	339	333
TPH1_CCDS7829.1_ex5_11:18050753-18050776:-_5-1	TPH1	427	453
B3GALT6_CCDS13.1_ex0_1:1168259-1168282:-_5-5	B3GALT6	339	429
YPEL3_CCDS42147.1_ex1_16:30106206-30106229:-_8-2	YPEL3	479	739
CTRL00039	NON-TARGETING	287	259
IFITM5_CCDS31323.1_ex0_11:298694-298717:-_5-2	IFITM5	659	533
LAIR2_CCDS12897.1_ex2_19:55019245-55019268:+_6-5	LAIR2	246	234
sgSPIN1_4	SPIN1_LS	227	339
RIPK1_CCDS4482.1_ex1_6:3078081-3078104:-_5-2	RIPK1	466	521
INPP4A_CCDS46369.1_ex12_2:99169350-99169373:+_5-5	INPP4A	260	461
PEX11A_CCDS10354.1_ex0_15:90227013-90227036:-_5-3	PEX11A	483	519
SLCO2A1_CCDS3084.1_ex8_3:133670149-133670172:+_5-2	SLCO2A1	641	633
PHC1_CCDS8597.1_ex4_12:9075242-9075265:-_5-2	PHC1	266	323
NEURL4_CCDS42251.1_ex21_17:7228669-7228692:+_5-4	NEURL4	513	494
CTNNAL1_CCDS6775.1_ex17_9:111761445-111761468:-_5-4	CTNNAL1	397	356
CYP8B1_CCDS2707.1_ex0_3:42916740-42916763:+_5-1	CYP8B1	303	429
NFKB2_CCDS41564.1_ex7_10:104157725-104157748:+_5-4	NFKB2	555	417
