sgRNA	gene	CRISPR_C6976518.sample	CRISPR_C6596666.sample
SPACA7_CCDS9524.1_ex3_13:113053390-113053413:+_5-4	SPACA7	591	363
ZNF658_CCDS35023.1_ex1_9:40784163-40784186:-_5-5	ZNF658	206	346
CLIP2_CCDS5569.1_ex3_7:73770756-73770779:-_5-3	CLIP2	476	433
APOBEC3G_CCDS13984.1_ex2_22:39476932-39476955:-_5-2	APOBEC3G	18	119
F10_CCDS9530.1_ex3_13:113793745-113793768:-_5-3	F10	334	249
SLC11A2_CCDS53791.1_ex12_12:51399172-51399195:-_5-5	SLC11A2	585	687
MSANTD1_CCDS47003.1_ex0_4:3251151-3251174:-_5-2	MSANTD1	389	416
GSK3B_CCDS2996.1_ex9_3:119666128-119666151:+_5-5	GSK3B	124	86
TWF1_CCDS31780.2_ex4_12:44193199-44193222:-_5-3	TWF1	177	234
PCDHA8_CCDS54919.1_ex0_5:140221754-140221777:-_5-5	PCDHA8	30	60
KCNIP4_CCDS3428.1_ex5_4:20760499-20760522:-_5-5	KCNIP4	407	486
SLX4IP_CCDS33439.1_ex5_20:10602021-10602044:-_5-5	SLX4IP	760	785
APEH_CCDS2801.1_ex8_3:49714220-49714243:+_5-5	APEH	196	337
TMEM27_CCDS14170.1_ex1_X:15657863-15657886:-_5-2	TMEM27	198	104
ZNF106_CCDS32208.1_ex16_15:42740352-42740375:+_5-1	ZNF106	735	654
OPTC_CCDS1439.1_ex2_1:203467908-203467931:-_5-5	OPTC	583	483
ZNF518B_CCDS33960.1_ex0_4:10447616-10447639:+_5-4	ZNF518B	378	466
GLI2_CCDS33283.1_ex6_2:121729557-121729580:-_5-4	GLI2	459	591
HIST1H3C_CCDS4576.1_ex0_6:26045829-26045852:+_5-5	HIST1H3C	977	845
HIF1AN_CCDS7498.1_ex0_10:102295841-102295864:-_5-2	HIF1AN	557	694
TCHH_CCDS41396.1_ex0_1:152084164-152084187:-_5-3	TCHH	386	620
PALM3_CCDS46001.1_ex0_19:14165523-14165546:-_5-1	PALM3	396	527
ASB17_CCDS671.1_ex2_1:76397795-76397818:-_5-3	ASB17	424	362
MAMDC4_CCDS7010.1_ex11_9:139749997-139750020:-_5-5	MAMDC4	459	508
TGM3_CCDS33435.1_ex7_20:2306544-2306567:-_5-5	TGM3	1164	885
SMG8_CCDS11615.1_ex0_17:57288329-57288352:-_5-2	SMG8	203	301
ANKS1A_CCDS4798.1_ex2_6:34937810-34937833:+_5-1	ANKS1A	464	430
ELAVL2_CCDS55298.1_ex3_9:23731034-23731057:+_5-3	ELAVL2	235	232
CDH22_CCDS13395.1_ex10_20:44879741-44879764:+_5-5	CDH22	269	377
CNPY2_CCDS8914.1_ex3_12:56708653-56708676:-_5-4	CNPY2	362	439
TOP1MT_CCDS59115.1_ex8_8:144406650-144406673:+_5-2	TOP1MT	640	577
SPHK2_CCDS12727.1_ex3_19:49131228-49131251:+_5-3	SPHK2	675	659
IL26_CCDS8981.1_ex4_12:68619383-68619406:-_5-2	IL26	478	320
sgSIN3A_3	SIN3A_LS	30	322
NFE2L1_CCDS11524.1_ex0_17:46128703-46128726:+_5-2	NFE2L1	751	514
PAIP1_CCDS3947.1_ex7_5:43543139-43543162:+_5-4	PAIP1	316	271
sgPRKAA2_5	PRKAA2_LS	417	446
SPOCK1_CCDS4191.1_ex4_5:136328236-136328259:+_5-1	SPOCK1	733	749
TEX11_CCDS35323.1_ex23_X:70072938-70072961:+_5-4	TEX11	850	643
USP50_CCDS53944.1_ex3_15:50833446-50833469:-_5-3	USP50	418	356
ZSCAN22_CCDS12975.1_ex1_19:58849767-58849790:+_5-3	ZSCAN22	466	434
ENSA_CCDS958.1_ex1_1:150598198-150598221:+_9-1	ENSA	557	605
PTPN14_CCDS1514.1_ex15_1:214587983-214588006:+_5-5	PTPN14	522	478
SPATS1_CCDS4911.1_ex2_6:44328287-44328310:-_5-4	SPATS1	356	498
PDE1B_CCDS53800.1_ex3_12:54963359-54963382:-_5-3	PDE1B	399	298
TMEM257_CCDS14681.1_ex0_X:144909303-144909326:-_3-1	TMEM257	357	205
GPD1_CCDS58229.1_ex1_12:50498490-50498513:+_5-2	GPD1	594	452
ZNF576_CCDS12625.1_ex1_19:44103040-44103063:-_5-2	ZNF576	529	760
sgKIF2A_6	KIF2A_LS	154	201
FAM111A_CCDS7973.1_ex1_11:58920010-58920033:+_5-5	FAM111A	369	305
C20orf78_CCDS56181.1_ex1_20:18805932-18805955:-_5-5	C20orf78	581	630
CYYR1_CCDS13578.1_ex1_21:27852698-27852721:-_5-2	CYYR1	90	64
CAPN9_CCDS1586.1_ex3_1:230898450-230898473:-_5-2	CAPN9	822	650
C10orf67_CCDS44365.1_ex4_10:23633531-23633554:-_5-3	C10orf67	194	183
SCARB2_CCDS3577.1_ex10_4:77116888-77116911:-_5-3	SCARB2	245	530
SSX2_CCDS14344.1_ex4_X:52734176-52734199:-_5-4	SSX2	84	199
sgSRMS_2	SRMS_LS	188	348
C3orf43_CCDS43192.1_ex0_3:196235023-196235046:-_5-2	C3orf43	193	323
ANKH_CCDS3885.1_ex9_5:14758583-14758606:+_5-3	ANKH	306	267
SDR9C7_CCDS8926.1_ex3_12:57327817-57327840:+_5-5	SDR9C7	670	695
IQCF6_CCDS54590.1_ex0_3:51812859-51812882:-_5-5	IQCF6	687	615
ADI1_CCDS1653.1_ex2_2:3517642-3517665:+_5-3	ADI1	79	87
MROH9_CCDS41436.1_ex6_1:170941002-170941025:+_5-3	MROH9	286	356
TMEM8A_CCDS10407.1_ex8_16:426786-426809:-_5-3	TMEM8A	475	559
GPATCH3_CCDS290.1_ex6_1:27226527-27226550:-_5-2	GPATCH3	492	560
ICAM5_CCDS12233.1_ex2_19:10402396-10402419:+_5-3	ICAM5	485	724
SLC12A3_CCDS10770.1_ex5_16:56904549-56904572:-_5-3	SLC12A3	926	750
CCT5_CCDS3877.1_ex3_5:10256193-10256216:+_5-4	CCT5	258	272
CDT1_CCDS32510.1_ex1_16:88871049-88871072:-_5-1	CDT1	241	571
CTRL00862	NON-TARGETING	540	405
sgPPP2R5D_3	PPP2R5D_LS	377	334
PLEKHG3_CCDS32098.1_ex4_14:65198160-65198183:+_5-4	PLEKHG3	406	496
DMAP1_CCDS509.1_ex3_1:44684029-44684052:-_5-3	DMAP1	80	463
sgCDY1_2	CDY1_LS	1330	1081
CD99_CCDS14119.1_ex7_Y:2594308-2594331:-_5-3	CD99	1072	678
ANKS3_CCDS10520.1_ex8_16:4752130-4752153:+_5-1	ANKS3	764	563
CPOX_CCDS2932.1_ex6_3:98312139-98312162:-_5-5	CPOX	549	676
GJB7_CCDS5008.1_ex0_6:87994380-87994403:-_5-4	GJB7	163	207
PIDD_CCDS44508.1_ex10_11:802290-802313:+_5-1	PIDD	1218	740
SLC12A7_CCDS34129.1_ex16_5:1084001-1084024:+_5-4	SLC12A7	541	814
ZNF766_CCDS46163.1_ex2_19:52786591-52786614:-_5-1	ZNF766	590	450
sgE2F1_9	E2F1_LS	510	395
SPRYD7_CCDS45046.1_ex2_13:50502143-50502166:-_5-5	SPRYD7	776	654
KIF3B_CCDS13200.1_ex0_20:30898179-30898202:-_5-2	KIF3B	402	434
EVI2A_CCDS32608.1_ex0_17:29645720-29645743:+_5-2	EVI2A	627	536
METTL5_CCDS33320.1_ex5_2:170678473-170678496:-_5-4	METTL5	272	309
IGLL5_CCDS54506.1_ex0_22:23230354-23230377:+_5-2	IGLL5	363	590
PEX5_CCDS44822.1_ex1_12:7343492-7343515:-_5-1	PEX5	618	341
SYDE2_CCDS44169.1_ex6_1:85666352-85666375:-_5-5	SYDE2	946	767
APOBEC3G_CCDS13984.1_ex2_22:39476978-39477001:-_5-3	APOBEC3G	692	515
SYT10_CCDS8732.1_ex5_12:33579195-33579218:+_5-4	SYT10	348	436
ITGA2B_CCDS32665.1_ex17_17:42458265-42458288:+_5-2	ITGA2B	609	496
HACE1_CCDS5050.1_ex15_6:105244583-105244606:-_5-3	HACE1	100	121
PALM2_CCDS35099.1_ex6_9:112705096-112705119:+_5-5	PALM2	483	622
CIB3_CCDS12340.1_ex2_19:16279066-16279089:+_5-2	CIB3	574	583
RTFDC1_CCDS13453.1_ex1_20:55048388-55048411:+_5-1	RTFDC1	3	153
TIGD2_CCDS3633.1_ex0_4:90034758-90034781:+_5-5	TIGD2	433	569
ATP7A_CCDS35339.1_ex1_X:77244158-77244181:-_5-1	ATP7A	352	491
sgRPS21_7	RPS21_LS	148	524
sgPPP2R5D_6	PPP2R5D_LS	557	392
AK5_CCDS675.1_ex5_1:77806158-77806181:+_5-5	AK5	41	121
LIPA_CCDS7401.1_ex4_10:90984944-90984967:-_5-1	LIPA	523	400
TOPORS_CCDS56566.1_ex0_9:32543884-32543907:+_5-3	TOPORS	914	574
sgEYA2_9	EYA2_LS	197	343
PCNX_CCDS9806.1_ex5_14:71443891-71443914:-_5-1	PCNX	805	631
FAM210B_CCDS13450.1_ex2_20:54941111-54941134:+_5-5	FAM210B	701	635
SPIB_CCDS33080.1_ex5_19:50931328-50931351:+_9-9	SPIB	1322	901
sgSNRNP200_4	SNRNP200_LS	241	314
SLC25A18_CCDS13744.1_ex3_22:18065395-18065418:-_5-5	SLC25A18	712	870
PIN4_CCDS14417.1_ex1_X:71406362-71406385:+_6-5	PIN4	178	220
DBNL_CCDS34622.1_ex6_7:44097741-44097764:-_5-3	DBNL	1007	778
SLC35F1_CCDS34524.1_ex3_6:118588207-118588230:-_5-5	SLC35F1	756	841
ANKRD13A_CCDS9140.1_ex4_12:110456173-110456196:+_5-2	ANKRD13A	326	400
FRA10AC1_CCDS7430.1_ex7_10:95451764-95451787:-_5-2	FRA10AC1	0	0
UBE2Q2_CCDS10286.1_ex5_15:76168558-76168581:+_6-6	UBE2Q2	278	248
SUDS3_CCDS44993.1_ex0_12:118814621-118814644:-_5-1	SUDS3	483	663
SDHAF2_CCDS8007.1_ex2_11:61205540-61205563:+_5-5	SDHAF2	223	372
EIF4EBP3_CCDS4226.1_ex1_5:139928540-139928563:-_5-5	EIF4EBP3	752	615
NBEA_CCDS45026.1_ex49_13:36220444-36220467:+_10-10	NBEA	493	384
TRIM56_CCDS43625.1_ex0_7:100730760-100730783:-_5-1	TRIM56	783	1118
FHL1_CCDS14655.1_ex1_X:135289280-135289303:+_5-4	FHL1	301	401
VHL_CCDS2597.1_ex0_3:10183786-10183809:-_5-4	VHL	134	448
C1orf27_CCDS53448.1_ex1_1:186352146-186352169:+_5-1	C1orf27	164	182
CST8_CCDS13156.1_ex0_20:23472524-23472547:-_5-3	CST8	443	382
sgNTN4_4	NTN4_LS	397	372
LGALS2_CCDS13950.1_ex1_22:37966635-37966658:-_5-1	LGALS2	524	549
CCAR1_CCDS60547.1_ex11_10:70516044-70516067:+_5-5	CCAR1	697	788
ACTR1A_CCDS7536.1_ex6_10:104245456-104245479:+_5-3	ACTR1A	239	239
ACRC_CCDS35326.1_ex6_X:70824339-70824362:-_5-5	ACRC	419	358
DOK1_CCDS1954.1_ex3_2:74783172-74783195:+_5-1	DOK1	309	671
FAM154A_CCDS6487.1_ex1_9:18941763-18941786:+_5-5	FAM154A	616	477
CHTF8_CCDS42185.1_ex0_16:69154524-69154547:+_5-2	CHTF8	710	565
SYT5_CCDS12919.1_ex4_19:55687157-55687180:+_5-3	SYT5	772	803
FOXP3_CCDS14323.1_ex7_X:49113442-49113465:-_5-4	FOXP3	180	530
BCL3_CCDS12642.2_ex2_19:45259494-45259517:-_5-4	BCL3	412	331
C8A_CCDS606.1_ex5_1:57349240-57349263:+_5-4	C8A	359	412
RPP25_CCDS10274.1_ex0_15:75248606-75248629:-_5-3	RPP25	481	542
AAR2_CCDS13273.1_ex0_20:34827975-34827998:+_5-3	AAR2	367	376
RNF208_CCDS7037.2_ex0_9:140115435-140115458:-_5-4	RNF208	239	337
COL22A1_CCDS6376.1_ex58_8:139833602-139833625:-_5-1	COL22A1	462	640
LELP1_CCDS30869.1_ex0_1:153177323-153177346:-_5-3	LELP1	293	265
FABP6_CCDS43393.1_ex3_5:159659183-159659206:+_6-5	FABP6	658	622
sgFGFR3_2	FGFR3_LS	835	659
LSM14B_CCDS46626.1_ex2_20:60701387-60701410:-_5-2	LSM14B	516	834
SERPINB8_CCDS11991.1_ex1_18:61647029-61647052:-_13-1	SERPINB8	283	148
NMNAT1_CCDS108.1_ex0_1:10032228-10032251:+_5-1	NMNAT1	113	389
PIP5K1C_CCDS32872.1_ex11_19:3653459-3653482:+_5-1	PIP5K1C	668	488
MFAP5_CCDS8595.1_ex2_12:8803131-8803154:-_5-3	MFAP5	694	658
ST8SIA6_CCDS31158.1_ex6_10:17495556-17495579:-_5-5	ST8SIA6	713	733
ACP2_CCDS44583.1_ex1_11:47269221-47269244:+_5-2	ACP2	654	541
sgEPHA1_4	EPHA1_LS	398	546
KCNE2_CCDS13635.1_ex0_21:35742884-35742907:-_5-1	KCNE2	779	624
DCST1_CCDS1083.1_ex4_1:155012988-155013011:+_5-2	DCST1	612	560
LMO3_CCDS58210.1_ex1_12:16713378-16713401:+_6-1	LMO3	329	352
sgPRKX_9	PRKX_LS	511	476
C5AR1_CCDS33063.1_ex1_19:47823200-47823223:-_5-1	C5AR1	473	422
ZNF185_CCDS69832.1_ex0_X:152110368-152110391:-_10-7	ZNF185	537	537
MRPL23_CCDS31336.1_ex1_11:1972227-1972250:+_5-1	MRPL23	255	601
C4orf6_CCDS3381.1_ex0_4:5527205-5527228:-_4-4	C4orf6	480	513
CXorf23_CCDS14194.2_ex9_X:19984427-19984450:-_5-3	CXorf23	281	252
NETO1_CCDS12000.1_ex4_18:70461395-70461418:-_5-3	NETO1	345	565
PAQR6_CCDS1135.1_ex2_1:156214925-156214948:+_5-1	PAQR6	289	278
TMEM244_CCDS34536.1_ex1_6:130154709-130154732:-_5-3	TMEM244	106	168
FBXL12_CCDS12218.1_ex0_19:9922350-9922373:-_5-3	FBXL12	492	427
SNRNP200_CCDS2020.1_ex34_2:96963155-96963178:-_5-3	SNRNP200	229	820
CACUL1_CCDS41570.1_ex8_10:120514070-120514093:+_5-5	CACUL1	604	637
PYROXD2_CCDS7474.1_ex9_10:100155197-100155220:-_5-3	PYROXD2	309	571
TMEM199_CCDS11228.1_ex1_17:26685972-26685995:+_5-2	TMEM199	129	294
MREG_CCDS46513.1_ex3_2:216861055-216861078:+_5-3	MREG	98	57
SELM_CCDS43003.1_ex2_22:31501656-31501679:-_5-2	SELM	367	594
SMUG1_CCDS58239.1_ex2_12:54577573-54577596:+_5-5	SMUG1	682	713
LNPEP_CCDS4087.1_ex1_5:96314969-96314992:+_5-1	LNPEP	785	917
RCN1_CCDS7876.1_ex1_11:32118865-32118888:-_5-3	RCN1	31	114
LIN28B_CCDS34504.1_ex2_6:105474190-105474213:+_5-3	LIN28B	51	92
QRFP_CCDS6936.1_ex0_9:133769130-133769153:-_5-5	QRFP	456	530
IFI35_CCDS11450.1_ex2_17:41165066-41165089:-_5-1	IFI35	316	286
sgTLK2_9	TLK2_LS	70	234
TMCC2_CCDS30984.1_ex2_1:205238065-205238088:+_5-4	TMCC2	329	392
TPP2_CCDS9502.1_ex0_13:103249474-103249497:+_5-1	TPP2	940	848
DSCAM_CCDS42929.1_ex26_21:41711164-41711187:-_5-4	DSCAM	633	719
sgKDM6A_1	KDM6A_LS	360	414
SLC22A3_CCDS5277.1_ex0_6:160769546-160769569:+_5-1	SLC22A3	826	808
sgMORC1_3	MORC1_LS	203	303
PLXNB3_CCDS14729.1_ex12_X:153036942-153036965:+_5-5	PLXNB3	486	595
TBPL1_CCDS5168.1_ex3_6:134305564-134305587:-_5-4	TBPL1	465	386
FSCN3_CCDS34746.1_ex1_7:127235400-127235423:-_5-1	FSCN3	661	471
SAFB2_CCDS32879.1_ex12_19:5610037-5610060:-_5-3	SAFB2	234	436
CTTNBP2NL_CCDS845.1_ex3_1:112998652-112998675:-_5-2	CTTNBP2NL	396	421
sgSMYD2_10	SMYD2_LS	611	538
RNF168_CCDS3317.1_ex5_3:196229821-196229844:-_5-2	RNF168	298	300
FAM102B_CCDS30786.2_ex5_1:109167270-109167293:-_5-5	FAM102B	260	272
sgGAK_3	GAK_LS	195	395
DCAF4L1_CCDS33978.1_ex0_4:41984368-41984391:-_5-5	DCAF4L1	562	555
RALGAPA2_CCDS46584.1_ex28_20:20601108-20601131:-_5-5	RALGAPA2	352	391
NR4A3_CCDS6742.1_ex1_9:102590502-102590525:-_5-2	NR4A3	595	523
CTRL00988	NON-TARGETING	430	316
SNURF_CCDS10016.1_ex2_15:25213091-25213114:-_4-4	SNURF	492	654
GUF1_CCDS3468.1_ex0_4:44680763-44680786:-_5-1	GUF1	306	632
SEC24D_CCDS3710.1_ex15_4:119718936-119718959:+_5-3	SEC24D	585	592
sgPSMD14_7	PSMD14_LS	5	358
ZMAT1_CCDS35348.1_ex3_X:101153125-101153148:-_5-5	ZMAT1	711	444
ZNF439_CCDS12268.1_ex2_19:11978335-11978358:+_4-2	ZNF439	597	483
HIST1H2BD_CCDS4587.1_ex0_6:26158535-26158558:+_5-2	HIST1H2BD	53	738
ZNF768_CCDS10681.2_ex0_16:30537189-30537212:+_5-5	ZNF768	345	497
RAP1A_CCDS840.1_ex2_1:112240093-112240116:+_5-1	RAP1A	601	510
IMPG1_CCDS4985.1_ex7_6:76715114-76715137:-_5-2	IMPG1	459	402
THRA_CCDS11360.1_ex4_17:38240866-38240889:+_5-3	THRA	648	755
EIF3G_CCDS12227.1_ex4_19:10227543-10227566:-_5-1	EIF3G	94	422
DERL1_CCDS47915.1_ex6_8:124042843-124042866:-_5-4	DERL1	196	305
HIST1H3C_CCDS4576.1_ex0_6:26045748-26045771:+_5-1	HIST1H3C	826	747
EHHADH_CCDS33901.1_ex1_3:184922246-184922269:-_5-3	EHHADH	726	564
DIO1_CCDS30722.1_ex0_1:54359982-54360005:-_11-1	DIO1	401	562
MYEOV2_CCDS2532.1_ex3_2:241073350-241073373:+_7-3	MYEOV2	117	147
SPHK1_CCDS11744.1_ex5_17:74383051-74383074:+_5-3	SPHK1	427	518
CCDC93_CCDS2121.2_ex14_2:118732427-118732450:-_5-2	CCDC93	333	377
LRRC27_CCDS31316.1_ex0_10:134147164-134147187:-_5-1	LRRC27	306	284
ARHGAP20_CCDS31673.1_ex8_11:110482027-110482050:+_5-4	ARHGAP20	172	197
STEAP3_CCDS2125.1_ex0_2:120003263-120003286:+_5-2	STEAP3	576	600
C6orf1_CCDS4790.1_ex0_6:34214495-34214518:-_5-1	C6orf1	681	572
ZNF521_CCDS32806.1_ex4_18:22806824-22806847:+_5-3	ZNF521	448	514
ALOX12_CCDS11084.1_ex6_17:6903713-6903736:+_5-4	ALOX12	267	229
MOB3C_CCDS539.1_ex2_1:47078691-47078714:+_5-1	MOB3C	458	593
OGFOD3_CCDS11811.1_ex4_17:80364307-80364330:+_5-1	OGFOD3	493	377
KRTAP4-2_CCDS11384.1_ex0_17:39334222-39334245:+_5-2	KRTAP4-2	123	662
NDUFA4L2_CCDS8935.1_ex1_12:57629544-57629567:+_5-1	NDUFA4L2	414	665
GPBP1_CCDS34162.1_ex5_5:56542962-56542985:-_5-3	GPBP1	491	559
SDC2_CCDS6272.1_ex3_8:97620612-97620635:+_5-5	SDC2	603	482
TRIM49D1_CCDS60930.1_ex4_11:89650073-89650096:+_5-2	TRIM49D1	150	290
PLCH1_CCDS33881.1_ex17_3:155301406-155301429:-_5-4	PLCH1	377	363
sgCAMKK1_8	CAMKK1_LS	467	348
ZNF155_CCDS12634.1_ex3_19:44500452-44500475:-_5-3	ZNF155	661	643
SCAPER_CCDS53961.1_ex23_15:77067194-77067217:-_5-5	SCAPER	568	473
RASD1_CCDS11185.1_ex1_17:17399344-17399367:-_5-4	RASD1	531	506
PPFIA2_CCDS55850.1_ex5_12:81675136-81675159:+_9-1	PPFIA2	245	402
APOOL_CCDS48138.1_ex2_X:84306445-84306468:-_5-2	APOOL	377	280
TRMT61B_CCDS1768.1_ex6_2:29092563-29092586:-_5-2	TRMT61B	1083	789
WDR87_CCDS46063.1_ex0_19:38380796-38380819:-_5-2	WDR87	657	644
MUC17_CCDS34711.1_ex2_7:100675533-100675556:+_5-5	MUC17	581	485
KIAA0430_CCDS10562.2_ex24_16:15729992-15730015:+_5-5	KIAA0430	457	456
CALML6_CCDS30566.1_ex3_1:1848192-1848215:+_5-4	CALML6	521	449
LRWD1_CCDS34715.1_ex1_7:102106404-102106427:+_5-1	LRWD1	283	452
IL18BP_CCDS44666.1_ex1_11:71711596-71711619:-_7-5	IL18BP	293	422
ZNF700_CCDS32915.1_ex1_19:12058113-12058136:-_5-1	ZNF700	130	111
SPAG16_CCDS2396.1_ex2_2:214162026-214162049:+_5-4	SPAG16	651	361
DGAT2L6_CCDS14397.1_ex3_X:69420207-69420230:-_5-3	DGAT2L6	414	571
ZNF771_CCDS45460.1_ex0_16:30419497-30419520:-_5-1	ZNF771	505	541
ZIM2_CCDS33123.1_ex6_19:57334189-57334212:-_4-4	ZIM2	929	703
KRT79_CCDS8839.1_ex8_12:53227620-53227643:-_5-4	KRT79	533	610
KIF17_CCDS213.1_ex8_1:21016717-21016740:-_5-1	KIF17	327	379
MKI67_CCDS53588.1_ex6_10:129910571-129910594:+_5-4	MKI67	301	404
EXOC3L1_CCDS10832.1_ex9_16:67221218-67221241:+_5-1	EXOC3L1	736	681
SF3B2_CCDS31612.1_ex5_11:65824391-65824414:-_5-4	SF3B2	196	522
CTTNBP2_CCDS5774.1_ex19_7:117431663-117431686:+_5-1	CTTNBP2	707	759
PPM1A_CCDS45120.1_ex1_14:60749863-60749886:+_5-5	PPM1A	68	143
MLF1_CCDS3182.1_ex3_3:158315933-158315956:+_9-4	MLF1	393	409
MLPH_CCDS2518.1_ex2_2:238419679-238419702:-_5-3	MLPH	294	294
NEURL1_CCDS7551.1_ex3_10:105344396-105344419:+_5-5	NEURL1	221	320
TICAM2_CCDS4119.1_ex0_5:114916809-114916832:+_5-5	TICAM2	354	328
ZNF813_CCDS46172.1_ex2_19:53994598-53994621:+_5-5	ZNF813	338	185
sgTDRD9_1	TDRD9_LS	382	510
sgPHF5A_5	PHF5A_LS	28	290
ZDHHC4_CCDS5352.1_ex2_7:6621873-6621896:-_5-5	ZDHHC4	907	590
LMBRD1_CCDS4969.1_ex14_6:70500312-70500335:-_5-5	LMBRD1	386	380
OGG1_CCDS2576.1_ex0_3:9792087-9792110:-_5-1	OGG1	365	281
ABHD2_CCDS10348.1_ex2_15:89698746-89698769:-_5-5	ABHD2	604	335
THSD4_CCDS10238.2_ex7_15:72020991-72021014:+_5-4	THSD4	359	495
CCNL1_CCDS3178.1_ex10_3:156877694-156877717:-_5-3	CCNL1	447	493
DDX25_CCDS44766.1_ex6_11:125780355-125780378:-_5-4	DDX25	148	249
STAT3_CCDS32656.1_ex14_17:40485688-40485711:+_5-1	STAT3	277	377
DBH_CCDS6977.2_ex0_9:136501747-136501770:-_5-1	DBH	621	462
FAM227B_CCDS32237.1_ex10_15:49869842-49869865:+_5-3	FAM227B	413	356
NFKBIE_CCDS34463.1_ex5_6:44233331-44233354:-_5-5	NFKBIE	575	644
sgNCK1_5	NCK1_LS	269	291
sgFAU_2	FAU_LS	43	509
MYT1L_CCDS46222.1_ex14_2:1920994-1921017:+_5-2	MYT1L	456	460
HAS2_CCDS6335.1_ex2_8:122641456-122641479:+_5-5	HAS2	57	99
KIAA0391_CCDS32063.1_ex0_14:35592877-35592900:+_11-3	KIAA0391	539	612
CYTH3_CCDS5346.1_ex10_7:6227291-6227314:-_5-5	CYTH3	244	236
CD28_CCDS2361.1_ex2_2:204594405-204594428:-_9-5	CD28	482	443
KRT78_CCDS8840.1_ex8_12:53242411-53242434:+_5-5	KRT78	217	214
SMDT1_CCDS14031.1_ex0_22:42475887-42475910:+_5-2	SMDT1	447	769
EVA1A_CCDS1959.1_ex0_2:75720511-75720534:+_5-2	EVA1A	572	790
TMEM242_CCDS43519.1_ex2_6:157743735-157743758:-_5-3	TMEM242	95	243
CTRL00985	NON-TARGETING	143	233
AKAP14_CCDS14591.1_ex3_X:119053879-119053902:+_7-7	AKAP14	106	117
SCG2_CCDS2457.1_ex0_2:224463457-224463480:+_5-2	SCG2	382	391
IL22RA2_CCDS5182.1_ex3_6:137477946-137477969:-_7-5	IL22RA2	478	366
sgHLF_3	HLF_LS	124	261
KATNA1_CCDS5217.1_ex7_6:149944329-149944352:+_5-2	KATNA1	221	292
CEBPD_CCDS6142.1_ex0_8:48650538-48650561:+_5-5	CEBPD	297	609
ZMYM5_CCDS31942.1_ex3_13:20426096-20426119:+_6-4	ZMYM5	667	373
sgPHF21B_6	PHF21B_LS	496	490
HNRNPUL1_CCDS12576.1_ex4_19:41782086-41782109:+_5-2	HNRNPUL1	518	591
USP28_CCDS31680.1_ex15_11:113700006-113700029:+_5-3	USP28	180	299
C14orf177_CCDS9948.1_ex0_14:99182651-99182674:-_5-2	C14orf177	489	345
SLC1A2_CCDS31459.1_ex7_11:35333956-35333979:-_5-3	SLC1A2	739	738
EGFLAM_CCDS3924.1_ex7_5:38407188-38407211:-_13-4	EGFLAM	754	611
GSKIP_CCDS32153.1_ex0_14:96848766-96848789:+_5-3	GSKIP	308	341
SYTL5_CCDS14244.1_ex5_X:37948710-37948733:+_5-4	SYTL5	670	258
PRR4_CCDS41756.1_ex0_12:10999687-10999710:+_9-1	PRR4	585	695
C8orf86_CCDS6108.1_ex1_8:38374005-38374028:-_5-2	C8orf86	302	256
VSX2_CCDS9827.1_ex0_14:74706603-74706626:-_5-3	VSX2	637	605
ADM5_CCDS46146.1_ex1_19:50193425-50193448:-_5-3	ADM5	203	340
HYAL1_CCDS2816.1_ex2_3:50340198-50340221:-_15-15	HYAL1	491	464
SAR1A_CCDS7298.1_ex1_10:71913664-71913687:+_5-1	SAR1A	108	160
PDCD2L_CCDS12438.1_ex0_19:34895409-34895432:+_5-1	PDCD2L	467	564
CCDC61_CCDS46120.2_ex3_19:46511457-46511480:+_5-4	CCDC61	429	447
NOL6_CCDS6543.1_ex23_9:33472048-33472071:-_5-4	NOL6	0	422
TRMT2A_CCDS13774.1_ex10_22:20103762-20103785:+_5-4	TRMT2A	530	790
B3GNT1_CCDS8136.1_ex1_11:66114415-66114438:+_5-1	B3GNT1	420	461
FAM53A_CCDS33939.1_ex1_4:1657064-1657087:+_5-1	FAM53A	699	540
FANCE_CCDS4805.1_ex1_6:35423545-35423568:-_5-2	FANCE	434	498
MRPS31_CCDS9372.1_ex6_13:41345146-41345169:-_5-5	MRPS31	126	462
KLHL20_CCDS1310.1_ex1_1:173702945-173702968:-_5-1	KLHL20	641	535
sgPOMK_3	POMK_LS	107	120
sgMRPL55_4	MRPL55_LS	163	599
SPATC1L_CCDS13732.1_ex1_21:47581828-47581851:-_5-1	SPATC1L	560	558
PTBP2_CCDS754.1_ex7_1:97250602-97250625:+_5-4	PTBP2	526	474
GPATCH2L_CCDS9848.1_ex0_14:76621070-76621093:+_5-4	GPATCH2L	696	650
MACC1_CCDS5369.1_ex2_7:20199473-20199496:-_5-4	MACC1	586	360
HHIPL2_CCDS1530.2_ex7_1:222717044-222717067:-_5-1	HHIPL2	664	482
CTRL00657	NON-TARGETING	452	494
SLC25A31_CCDS3733.1_ex0_4:128651871-128651894:+_5-1	SLC25A31	876	678
PNKD_CCDS2411.1_ex1_2:219136159-219136182:+_10-2	PNKD	492	396
BSPH1_CCDS46135.1_ex1_19:48480678-48480701:+_5-1	BSPH1	595	475
CCSAP_CCDS1577.1_ex2_1:229477946-229477969:+_5-2	CCSAP	808	739
BCL2L14_CCDS8645.1_ex0_12:12232424-12232447:+_5-2	BCL2L14	558	343
