sgRNA	gene	CRISPR_C6596791.sample	CRISPR_C6596666.sample
BNIP3_CCDS7663.1_ex3_10:133786556-133786579:-_5-4	BNIP3	109	195
S100A12_CCDS1037.1_ex1_1:153346950-153346973:-_5-4	S100A12	385	335
GNAS_CCDS13471.1_ex0_20:57415671-57415694:-_15-5	GNAS	696	743
FFAR3_CCDS12459.1_ex0_19:35850144-35850167:-_5-4	FFAR3	813	532
ABCA6_CCDS11683.1_ex30_17:67121163-67121186:-_5-3	ABCA6	15	32
TCF23_CCDS33163.1_ex0_2:27372170-27372193:+_5-1	TCF23	1114	1013
ERMP1_CCDS34983.1_ex11_9:5823950-5823973:+_5-3	ERMP1	288	440
STK38_CCDS4822.1_ex8_6:36485481-36485504:+_5-1	STK38	357	444
OARD1_CCDS34445.1_ex3_6:41038945-41038968:-_5-5	OARD1	506	349
ZMAT1_CCDS35348.1_ex2_X:101152926-101152949:+_5-4	ZMAT1	320	372
NDUFAF2_CCDS3979.1_ex0_5:60241182-60241205:+_5-2	NDUFAF2	161	274
NUDT3_CCDS4791.1_ex4_6:34360045-34360068:-_5-5	NUDT3	536	480
FOS_CCDS9841.1_ex2_14:75747352-75747375:+_5-5	FOS	240	300
DYNLL2_CCDS11601.1_ex1_17:56166509-56166532:+_5-3	DYNLL2	154	124
ZNF534_CCDS46165.1_ex3_19:52940979-52941002:+_5-1	ZNF534	64	85
AP1S2_CCDS14173.1_ex3_X:15870494-15870517:-_5-4	AP1S2	185	360
DMKN_CCDS12463.1_ex2_19:35990914-35990937:+_16-3	DMKN	297	303
SEPT14_CCDS5519.2_ex6_7:55912244-55912267:-_5-3	SEPT14	615	525
CTRL00426	NON-TARGETING	442	508
KIAA1958_CCDS35108.1_ex0_9:115336866-115336889:+_5-2	KIAA1958	296	359
FAM47C_CCDS35227.1_ex0_X:37027914-37027937:-_5-4	FAM47C	126	355
sgHDAC4_10	HDAC4_LS	311	515
TXN_CCDS35103.1_ex3_9:113013626-113013649:+_7-5	TXN	16	73
DNMT3A_CCDS33157.1_ex19_2:25505555-25505578:-_10-8	DNMT3A	401	444
PELI1_CCDS1876.1_ex2_2:64323612-64323635:-_5-3	PELI1	319	241
SFRP4_CCDS5453.1_ex5_7:37955814-37955837:+_5-3	SFRP4	546	602
sgSMARCAD1_6	SMARCAD1_LS	551	420
EFCAB12_CCDS54638.1_ex5_3:129134079-129134102:+_5-1	EFCAB12	247	421
AKAP4_CCDS14329.1_ex1_X:49958234-49958257:-_5-1	AKAP4	237	309
FAM115A_CCDS56514.1_ex6_7:143573381-143573404:-_5-4	FAM115A	390	474
CRYAB_CCDS8351.1_ex2_11:111782246-111782269:-_5-3	CRYAB	262	292
BCMO1_CCDS10934.1_ex4_16:81298375-81298398:-_5-5	BCMO1	454	567
TAGLN_CCDS8381.1_ex0_11:117073884-117073907:-_5-3	TAGLN	802	715
MAGED1_CCDS14337.1_ex1_X:51638725-51638748:-_5-3	MAGED1	430	472
CTRL00631	NON-TARGETING	398	373
ANAPC15_CCDS60880.1_ex1_11:71821255-71821278:-_6-3	ANAPC15	385	417
IGSF21_CCDS184.1_ex1_1:18554482-18554505:+_5-1	IGSF21	431	485
AAMP_CCDS33378.1_ex10_2:219134694-219134717:-_5-5	AAMP	192	551
CCND3_CCDS47425.1_ex1_6:41904323-41904346:+_15-5	CCND3	509	510
TMEM60_CCDS5593.1_ex0_7:77423481-77423504:-_5-2	TMEM60	826	639
MAGEE1_CCDS14433.1_ex0_X:75649386-75649409:-_5-3	MAGEE1	711	554
RNF186_CCDS199.1_ex0_1:20141314-20141337:-_5-4	RNF186	566	554
CTRL00549	NON-TARGETING	440	466
FAM9B_CCDS14132.1_ex5_X:9000380-9000403:-_5-4	FAM9B	422	300
MBTPS1_CCDS10941.1_ex12_16:84115443-84115466:-_5-1	MBTPS1	162	821
SUV39H2_CCDS53494.1_ex2_10:14939229-14939252:-_9-7	SUV39H2	408	377
sgRPS6KB1_3	RPS6KB1_LS	184	329
ARHGEF6_CCDS14660.1_ex15_X:135795429-135795452:+_5-2	ARHGEF6	247	262
SIKE1_CCDS41371.1_ex2_1:115321772-115321795:+_5-1	SIKE1	777	631
CENPL_CCDS30938.1_ex3_1:173780332-173780355:-_5-5	CENPL	161	402
POLR2D_CCDS2151.1_ex2_2:128610586-128610609:-_5-4	POLR2D	175	485
TMX3_CCDS32840.1_ex10_18:66367705-66367728:-_5-4	TMX3	231	167
CAMK2A_CCDS43386.1_ex10_5:149631556-149631579:+_5-2	CAMK2A	474	670
HINT3_CCDS5133.1_ex0_6:126278265-126278288:+_5-3	HINT3	739	826
MMP24_CCDS46593.1_ex3_20:33842540-33842563:+_5-5	MMP24	367	379
PDE6G_CCDS11783.1_ex2_17:79620198-79620221:-_5-4	PDE6G	330	221
MYOF_CCDS41550.1_ex25_10:95119642-95119665:+_5-1	MYOF	424	633
MYRIP_CCDS2689.1_ex8_3:40231338-40231361:-_5-2	MYRIP	544	516
ULK1_CCDS9274.1_ex11_12:132395273-132395296:-_5-3	ULK1	1094	949
UTP18_CCDS42362.1_ex5_17:49353295-49353318:-_5-5	UTP18	248	625
FBN2_CCDS34222.1_ex64_5:127873096-127873119:-_5-4	FBN2	578	539
TRMT44_CCDS3402.2_ex0_4:8442722-8442745:-_5-2	TRMT44	705	749
VPS52_CCDS4770.2_ex11_6:33235664-33235687:+_5-1	VPS52	98	323
sgPRDM14_4	PRDM14_LS	288	329
HTR7_CCDS7408.1_ex3_10:92617149-92617172:+_5-5	HTR7	654	553
C11orf24_CCDS8180.1_ex0_11:68030356-68030379:-_5-5	C11orf24	346	208
AK6_CCDS4001.1_ex1_5:68651474-68651497:-_5-1	AK6	73	133
FGF13_CCDS14664.1_ex3_X:137791005-137791028:-_5-5	FGF13	772	577
THEM4_CCDS1006.1_ex2_1:151860810-151860833:+_5-1	THEM4	477	327
MYOZ3_CCDS4309.1_ex3_5:150051320-150051343:-_5-3	MYOZ3	569	503
PVRL3_CCDS2957.1_ex2_3:110837706-110837729:-_5-5	PVRL3	405	399
MMP14_CCDS9577.1_ex3_14:23311665-23311688:-_5-4	MMP14	557	421
UCMA_CCDS31147.1_ex3_10:13275770-13275793:-_5-5	UCMA	353	487
TUFM_CCDS10642.1_ex6_16:28856282-28856305:+_5-3	TUFM	269	425
FBXL7_CCDS54833.1_ex2_5:15928275-15928298:-_5-1	FBXL7	659	804
SMIM20_CCDS47038.1_ex0_4:25916012-25916035:+_3-1	SMIM20	779	615
TPCN2_CCDS8189.1_ex7_11:68835052-68835075:-_5-5	TPCN2	906	905
CALCB_CCDS7820.1_ex1_11:15096704-15096727:-_5-5	CALCB	473	576
ENKUR_CCDS7146.1_ex4_10:25288371-25288394:-_5-5	ENKUR	183	205
SEC24C_CCDS7332.1_ex8_10:75525612-75525635:+_5-5	SEC24C	396	649
ARMC4_CCDS7157.1_ex14_10:28272857-28272880:+_5-4	ARMC4	310	351
TMEM252_CCDS35040.1_ex0_9:71152374-71152397:+_5-1	TMEM252	582	511
DCUN1D1_CCDS3240.1_ex4_3:182681759-182681782:+_5-2	DCUN1D1	813	790
sgPRKCH_2	PRKCH_LS	356	504
PPM1K_CCDS3629.1_ex5_4:89199477-89199500:+_5-2	PPM1K	291	395
CCDC178_CCDS11906.1_ex14_18:30928874-30928897:-_5-4	CCDC178	443	338
ACTL7A_CCDS6772.1_ex0_9:111624723-111624746:-_5-2	ACTL7A	383	382
MAK_CCDS4516.1_ex6_6:10802218-10802241:+_5-3	MAK	88	118
ZNF558_CCDS12208.1_ex0_19:8922313-8922336:+_5-1	ZNF558	734	650
WWOX_CCDS42196.1_ex1_16:78142338-78142361:+_8-2	WWOX	186	267
ZBP1_CCDS13461.1_ex5_20:56190567-56190590:+_5-5	ZBP1	504	637
PELO_CCDS3956.1_ex0_5:52096572-52096595:+_5-2	PELO	238	581
CD9_CCDS8540.1_ex1_12:6334678-6334701:+_5-1	CD9	171	218
TGDS_CCDS9471.1_ex3_13:95230406-95230429:-_5-1	TGDS	802	606
C1orf195_CCDS59992.1_ex0_1:15490918-15490941:+_7-1	C1orf195	967	838
PEMT_CCDS11186.1_ex4_17:17425592-17425615:-_5-3	PEMT	493	626
RCAN1_CCDS13637.1_ex1_21:35893928-35893951:-_12-7	RCAN1	393	333
SMURF2_CCDS32707.1_ex12_17:62579592-62579615:-_5-3	SMURF2	116	120
RAD54L2_CCDS33765.2_ex4_3:51664852-51664875:-_5-1	RAD54L2	485	452
ARSI_CCDS34275.1_ex1_5:149681708-149681731:-_5-3	ARSI	488	513
OPA1_CCDS33917.1_ex4_3:193336674-193336697:+_5-2	OPA1	349	368
TATDN2_CCDS33698.1_ex1_3:10301927-10301950:+_5-3	TATDN2	298	550
PLEK2_CCDS9782.1_ex4_14:67859512-67859535:-_5-1	PLEK2	843	762
PTPN18_CCDS2161.1_ex0_2:131113759-131113782:-_5-1	PTPN18	843	707
PLCXD2_CCDS2961.1_ex0_3:111394233-111394256:+_5-1	PLCXD2	348	413
SF3B5_CCDS5204.1_ex0_6:144416546-144416569:-_5-5	SF3B5	83	672
TSGA10_CCDS2037.1_ex12_2:99721859-99721882:-_5-3	TSGA10	281	338
OVOL1_CCDS8112.1_ex1_11:65561592-65561615:-_5-2	OVOL1	435	483
sgRPS18_2	RPS18_LS	140	331
RALGDS_CCDS43897.1_ex13_9:135984206-135984229:-_5-2	RALGDS	488	653
SUN3_CCDS34636.1_ex6_7:48048641-48048664:-_5-4	SUN3	343	458
MARCH2_CCDS12202.1_ex0_19:8486884-8486907:-_10-8	MARCH2	364	466
GLRB_CCDS3796.1_ex1_4:158041748-158041771:+_5-2	GLRB	207	193
MYO3A_CCDS7148.1_ex12_10:26377256-26377279:+_5-4	MYO3A	461	464
PLBD2_CCDS53834.1_ex1_12:113806968-113806991:+_5-3	PLBD2	788	789
KCNJ3_CCDS2200.1_ex0_2:155555592-155555615:+_5-4	KCNJ3	62	365
CKAP2_CCDS41893.1_ex3_13:53035786-53035809:+_5-3	CKAP2	335	315
NPBWR1_CCDS6151.1_ex0_8:53852844-53852867:-_5-4	NPBWR1	535	663
CNBD1_CCDS55259.1_ex5_8:88249183-88249206:-_5-5	CNBD1	893	607
ABCC6_CCDS10568.1_ex15_16:16276732-16276755:-_10-1	ABCC6	588	546
CPT1C_CCDS12779.1_ex4_19:50204791-50204814:+_5-2	CPT1C	452	691
MET_CCDS43636.1_ex6_7:116397703-116397726:+_5-5	MET	167	305
ZNF829_CCDS42557.1_ex2_19:37399282-37399305:+_5-5	ZNF829	247	604
PRRG4_CCDS7881.1_ex3_11:32861687-32861710:+_5-3	PRRG4	425	540
BRIX1_CCDS34143.1_ex1_5:34918564-34918587:-_5-3	BRIX1	224	345
RAD23B_CCDS59138.1_ex4_9:110084251-110084274:+_5-5	RAD23B	167	174
sgLIN28A_2	LIN28A_LS	119	542
TSPAN31_CCDS8952.1_ex2_12:58140017-58140040:+_5-4	TSPAN31	307	380
SAMHD1_CCDS13288.1_ex12_20:35563489-35563512:-_5-2	SAMHD1	452	367
sgRPS6KA6_4	RPS6KA6_LS	325	347
PROC_CCDS2145.1_ex2_2:128180496-128180519:-_5-1	PROC	203	412
FCAR_CCDS12907.1_ex2_19:55396727-55396750:-_12-1	FCAR	491	287
PTCH1_CCDS43851.1_ex11_9:98238336-98238359:+_5-2	PTCH1	440	430
SLCO1C1_CCDS53757.1_ex5_12:20870127-20870150:+_5-2	SLCO1C1	144	217
PPP1R15A_CCDS12738.1_ex0_19:49377038-49377061:+_5-2	PPP1R15A	664	796
CD244_CCDS1210.1_ex7_1:160811374-160811397:+_5-1	CD244	168	163
ATP8B2_CCDS1066.1_ex5_1:154303955-154303978:+_5-2	ATP8B2	202	396
GLRX_CCDS4078.1_ex1_5:95158243-95158266:-_5-4	GLRX	294	264
TYW1B_CCDS69309.1_ex11_7:72286020-72286043:-_5-4	TYW1B	253	548
TRAF3IP2_CCDS5093.1_ex7_6:111912613-111912636:-_10-7	TRAF3IP2	532	517
C2orf49_CCDS2068.1_ex2_2:105959422-105959445:-_5-5	C2orf49	209	357
sgCASK_5	CASK_LS	371	346
ARID3B_CCDS10264.1_ex3_15:74882206-74882229:+_5-5	ARID3B	95	242
RRP36_CCDS34453.1_ex3_6:42993786-42993809:-_5-5	RRP36	71	422
GC_CCDS3550.1_ex8_4:72631209-72631232:-_5-1	GC	327	324
PPAPDC2_CCDS34981.1_ex0_9:4662919-4662942:+_5-5	PPAPDC2	328	437
KLHL21_CCDS30575.1_ex3_1:6662676-6662699:-_5-5	KLHL21	367	629
IMPG2_CCDS2940.1_ex14_3:100995512-100995535:+_5-5	IMPG2	215	161
sgNEK2_2	NEK2_LS	250	433
sgRPS15A_10	RPS15A_LS	38	309
DDO_CCDS5082.1_ex3_6:110734564-110734587:+_5-5	DDO	417	496
SLC7A5_CCDS10964.1_ex5_16:87873377-87873400:+_5-1	SLC7A5	425	623
AR_CCDS14387.1_ex2_X:66905931-66905954:+_5-3	AR	193	211
RFTN2_CCDS2323.1_ex6_2:198508954-198508977:+_5-2	RFTN2	327	417
C15orf40_CCDS32312.2_ex2_15:83679044-83679067:-_5-4	C15orf40	308	329
ELOVL2_CCDS4518.1_ex4_6:11000364-11000387:+_5-3	ELOVL2	372	431
PLXNC1_CCDS9049.1_ex0_12:94543183-94543206:-_5-2	PLXNC1	316	651
ZCCHC24_CCDS7359.1_ex3_10:81204968-81204991:+_5-5	ZCCHC24	490	471
SPINK13_CCDS43383.1_ex2_5:147661732-147661755:-_5-5	SPINK13	440	573
PSMG2_CCDS11862.1_ex1_18:12706665-12706688:+_5-1	PSMG2	348	427
sgBAZ2A_7	BAZ2A_LS	239	416
GPR180_CCDS9472.1_ex0_13:95254309-95254332:-_5-1	GPR180	368	330
MTIF3_CCDS9322.1_ex2_13:28014349-28014372:-_5-3	MTIF3	317	159
POLR3B_CCDS53824.1_ex8_12:106804701-106804724:+_5-3	POLR3B	56	158
CPNE9_CCDS2574.2_ex3_3:9746569-9746592:-_5-2	CPNE9	368	555
sgIKBKE_3	IKBKE_LS	316	446
NBEAL2_CCDS46817.1_ex22_3:47040349-47040372:-_5-2	NBEAL2	875	773
ARID1B_CCDS5251.2_ex0_6:157100528-157100551:+_5-3	ARID1B	424	429
INO80D_CCDS46500.1_ex6_2:206911238-206911261:+_5-3	INO80D	439	405
SMC4_CCDS3189.1_ex11_3:160138573-160138596:-_5-5	SMC4	234	504
MRVI1_CCDS44538.2_ex8_11:10625936-10625959:+_5-2	MRVI1	275	259
CTRL00618	NON-TARGETING	409	440
sgPKMYT1_4	PKMYT1_LS	192	484
IGDCC3_CCDS10205.1_ex8_15:65625732-65625755:-_5-1	IGDCC3	326	581
DOK4_CCDS10783.1_ex5_16:57509486-57509509:-_5-3	DOK4	609	485
EMP2_CCDS10541.1_ex0_16:10626902-10626925:+_5-1	EMP2	444	277
sgZNF335_4	ZNF335_LS	359	366
HOGA1_CCDS7467.1_ex1_10:99358648-99358671:-_8-3	HOGA1	305	545
FBXO10_CCDS47966.1_ex9_9:37541450-37541473:-_5-4	FBXO10	481	436
UVRAG_CCDS8241.1_ex6_11:75672499-75672522:-_5-3	UVRAG	137	397
POLH_CCDS4902.1_ex0_6:43550163-43550186:+_5-1	POLH	111	155
LIAS_CCDS3453.1_ex1_4:39462509-39462532:+_5-1	LIAS	155	411
SH3BGRL2_CCDS4991.1_ex1_6:80383371-80383394:+_5-1	SH3BGRL2	259	204
KIAA1244_CCDS5189.2_ex11_6:138584489-138584512:+_5-4	KIAA1244	590	654
NUMB_CCDS32115.1_ex2_14:73750931-73750954:+_5-2	NUMB	451	516
sgSTK25_1	STK25_LS	374	482
PPP1R3E_CCDS61403.1_ex1_14:23771500-23771523:-_5-2	PPP1R3E	168	581
RABL5_CCDS47670.1_ex1_7:100959652-100959675:-_9-3	RABL5	299	313
BEST1_CCDS31580.1_ex3_11:61724399-61724422:+_5-3	BEST1	416	477
HOXD3_CCDS2270.1_ex0_2:177034256-177034279:+_5-5	HOXD3	349	436
CTRL00965	NON-TARGETING	266	275
LDLR_CCDS12254.1_ex6_19:11221425-11221448:+_5-4	LDLR	353	465
ARTN_CCDS501.1_ex2_1:44402181-44402204:-_5-4	ARTN	49	193
ZNF18_CCDS32568.1_ex5_17:11896008-11896031:+_5-5	ZNF18	623	695
HLA-DOA_CCDS4763.1_ex2_6:32975330-32975353:-_5-1	HLA-DOA	455	628
MAMLD1_CCDS14693.2_ex2_X:149638506-149638529:-_5-2	MAMLD1	354	378
CNOT10_CCDS2655.1_ex6_3:32758702-32758725:+_5-3	CNOT10	290	367
WDR1_CCDS54739.1_ex10_4:10117764-10117787:-_5-5	WDR1	268	370
JUND_CCDS32959.1_ex0_19:18391833-18391856:-_5-2	JUND	152	410
GPR157_CCDS100.2_ex3_1:9188768-9188791:+_5-4	GPR157	534	427
HESX1_CCDS2881.1_ex2_3:57232922-57232945:+_5-4	HESX1	457	475
ART4_CCDS8668.1_ex1_12:14993919-14993942:-_5-3	ART4	364	326
CXorf27_CCDS43929.1_ex0_X:37850246-37850269:-_5-3	CXorf27	846	476
FYTTD1_CCDS3329.1_ex2_3:197495436-197495459:+_5-4	FYTTD1	460	543
CDK7_CCDS3999.1_ex5_5:68553958-68553981:+_5-2	CDK7	93	241
KDELC1_CCDS9504.1_ex9_13:103450888-103450911:+_5-5	KDELC1	482	417
TMEM109_CCDS7996.1_ex0_11:60687331-60687354:+_5-2	TMEM109	547	774
TENC1_CCDS8842.1_ex17_12:53453356-53453379:-_5-4	TENC1	403	739
LRRC19_CCDS6518.1_ex2_9:26997859-26997882:-_5-4	LRRC19	454	290
MPZL2_CCDS8393.1_ex2_11:118133231-118133254:-_5-1	MPZL2	681	490
ADAM20_CCDS32111.1_ex0_14:70990548-70990571:-_5-2	ADAM20	488	364
AK7_CCDS9945.1_ex7_14:96912877-96912900:+_5-5	AK7	216	311
ACP1_CCDS1639.1_ex2_2:272076-272099:+_11-3	ACP1	686	542
ADSS_CCDS1624.1_ex7_1:244587312-244587335:+_5-1	ADSS	104	155
GRM4_CCDS4787.1_ex6_6:34026749-34026772:-_5-3	GRM4	565	532
ORAI3_CCDS10697.1_ex1_16:30964777-30964800:-_5-4	ORAI3	383	314
GSTZ1_CCDS9858.1_ex4_14:77794338-77794361:+_9-5	GSTZ1	394	475
PHF13_CCDS85.1_ex2_1:6680146-6680169:+_5-5	PHF13	451	373
PLA2G15_CCDS10864.1_ex2_16:68288858-68288881:-_5-3	PLA2G15	269	339
SFTPB_CCDS1983.2_ex6_2:85893748-85893771:+_5-2	SFTPB	353	494
sgDHX40_8	DHX40_LS	292	406
sgPSMA7_5	PSMA7_LS	64	457
MTFR2_CCDS5176.1_ex2_6:136560875-136560898:+_5-1	MTFR2	371	435
KCTD11_CCDS32545.1_ex0_17:7256355-7256378:-_5-1	KCTD11	508	568
LTB4R_CCDS9626.1_ex0_14:24785362-24785385:+_5-5	LTB4R	539	574
TMC3_CCDS45324.1_ex9_15:81637102-81637125:-_5-3	TMC3	712	708
KRTAP21-2_CCDS13605.1_ex0_21:32119401-32119424:-_5-4	KRTAP21-2	418	413
PDIA2_CCDS42089.1_ex3_16:334958-334981:-_5-3	PDIA2	729	622
NUP88_CCDS11070.1_ex11_17:5308398-5308421:-_5-1	NUP88	99	498
METTL15_CCDS31450.1_ex0_11:28135014-28135037:-_5-1	METTL15	279	539
ASGR2_CCDS11088.1_ex2_17:7010359-7010382:-_5-1	ASGR2	556	484
CXorf22_CCDS14237.2_ex0_X:35938103-35938126:+_5-1	CXorf22	601	457
DNAH2_CCDS32551.1_ex9_17:7644279-7644302:-_5-5	DNAH2	353	523
BMP2_CCDS13099.1_ex0_20:6751054-6751077:+_5-3	BMP2	522	514
ZNF667_CCDS12944.1_ex0_19:56953582-56953605:+_5-1	ZNF667	615	652
sgGON4L_4	GON4L_LS	200	309
AKAP17A_CCDS14116.1_ex0_Y:1663008-1663031:+_5-3	AKAP17A	352	421
TNS1_CCDS2407.1_ex16_2:218713005-218713028:+_5-1	TNS1	533	512
CTDSPL2_CCDS10110.1_ex0_15:44751376-44751399:+_5-1	CTDSPL2	170	152
XRN1_CCDS3123.1_ex28_3:142132968-142132991:+_5-3	XRN1	591	892
OGFR_CCDS13504.1_ex2_20:61439671-61439694:-_5-2	OGFR	405	536
SRSF3_CCDS4823.1_ex1_6:36566695-36566718:-_5-4	SRSF3	113	445
ZDHHC1_CCDS10836.1_ex5_16:67432733-67432756:+_5-1	ZDHHC1	601	743
KLRD1_CCDS8621.1_ex3_12:10464083-10464106:+_6-2	KLRD1	417	569
SYT9_CCDS7778.1_ex2_11:7334643-7334666:+_5-5	SYT9	407	465
EPS8L2_CCDS31328.1_ex7_11:721276-721299:+_5-3	EPS8L2	523	757
KANSL2_CCDS44869.1_ex8_12:49075209-49075232:-_5-5	KANSL2	12	44
COL9A3_CCDS13505.1_ex4_20:61451276-61451299:-_5-1	COL9A3	641	678
RDX_CCDS58171.1_ex2_11:110104037-110104060:-_19-2	RDX	161	170
CDHR5_CCDS7707.1_ex9_11:621404-621427:-_5-3	CDHR5	684	670
KIF25_CCDS43530.1_ex2_6:168434672-168434695:+_5-3	KIF25	35	86
MRPL15_CCDS6158.1_ex3_8:55055232-55055255:-_5-5	MRPL15	212	150
NHLRC2_CCDS7585.1_ex1_10:115618308-115618331:+_5-2	NHLRC2	177	162
PPOX_CCDS1221.1_ex5_1:161138798-161138821:+_5-4	PPOX	602	596
LRP2BP_CCDS3840.1_ex6_4:186298081-186298104:-_5-4	LRP2BP	376	345
PSMA5_CCDS55619.1_ex4_1:109954781-109954804:+_5-4	PSMA5	6	340
sgITGB3BP_6	ITGB3BP_LS	49	232
EGLN2_CCDS12567.1_ex0_19:41307027-41307050:-_5-5	EGLN2	443	725
MYCT1_CCDS5239.1_ex1_6:153042908-153042931:+_5-2	MYCT1	709	745
NLRC4_CCDS33174.1_ex5_2:32475677-32475700:-_5-2	NLRC4	474	484
MRFAP1_CCDS3389.1_ex0_4:6642747-6642770:+_5-4	MRFAP1	503	802
LBR_CCDS1545.1_ex9_1:225606981-225607004:+_5-2	LBR	740	743
FCRL2_CCDS1168.1_ex9_1:157740389-157740412:-_5-5	FCRL2	449	343
COL28A1_CCDS43553.1_ex21_7:7516731-7516754:+_5-2	COL28A1	302	446
SDPR_CCDS2313.1_ex0_2:192701380-192701403:-_5-1	SDPR	665	828
KPNA5_CCDS5111.1_ex7_6:117037422-117037445:-_5-3	KPNA5	512	608
TXLNA_CCDS353.1_ex1_1:32647045-32647068:-_5-3	TXLNA	810	581
TLE6_CCDS12100.1_ex5_19:2989098-2989121:-_5-4	TLE6	571	654
PCBD2_CCDS43364.1_ex1_5:134246069-134246092:+_5-2	PCBD2	325	455
PSTPIP2_CCDS32820.2_ex5_18:43577755-43577778:-_5-2	PSTPIP2	454	389
sgMEPCE_9	MEPCE_LS	15	504
RANBP3_CCDS42477.1_ex11_19:5933411-5933434:+_5-3	RANBP3	226	467
GPBP1_CCDS34162.1_ex4_5:56542260-56542283:-_5-2	GPBP1	29	68
IPO5_CCDS31999.1_ex3_13:98637687-98637710:-_5-1	IPO5	358	492
PTPRE_CCDS7657.1_ex3_10:129847899-129847922:+_5-1	PTPRE	494	662
KLK8_CCDS12813.1_ex1_19:51501005-51501028:-_12-2	KLK8	687	730
GHRL_CCDS33700.1_ex2_3:10331500-10331523:+_10-7	GHRL	743	705
SPATA16_CCDS3221.1_ex9_3:172835401-172835424:+_5-5	SPATA16	516	634
BIN1_CCDS2137.1_ex11_2:127828156-127828179:-_5-4	BIN1	303	391
EIF2D_CCDS1465.1_ex10_1:206778833-206778856:+_5-2	EIF2D	338	518
FAAH2_CCDS14375.1_ex3_X:57358209-57358232:+_5-5	FAAH2	138	166
TIMM10_CCDS7959.1_ex0_11:57296309-57296332:+_5-3	TIMM10	316	696
NEK8_CCDS32597.1_ex4_17:27064504-27064527:-_5-4	NEK8	906	768
SLC35A4_CCDS4231.1_ex0_5:139947005-139947028:-_5-1	SLC35A4	508	660
ANP32D_CCDS31788.1_ex0_12:48866605-48866628:-_5-3	ANP32D	339	370
sgCHD9_1	CHD9_LS	229	257
CHST10_CCDS2047.1_ex2_2:101014378-101014401:+_5-1	CHST10	351	317
RASA1_CCDS34200.1_ex9_5:86658419-86658442:-_5-5	RASA1	100	180
NEK11_CCDS3069.1_ex2_3:130828636-130828659:+_5-1	NEK11	463	449
GMFG_CCDS12532.1_ex3_19:39823729-39823752:-_5-4	GMFG	513	471
sgVRK2_6	VRK2_LS	526	452
NAIF1_CCDS6889.1_ex1_9:130828980-130829003:+_5-2	NAIF1	325	564
DPP7_CCDS7030.1_ex9_9:140008436-140008459:+_5-5	DPP7	511	715
FANCD2_CCDS2595.1_ex10_3:10084781-10084804:-_5-2	FANCD2	401	445
sgEGF_7	EGF_LS	268	185
MUC7_CCDS3541.1_ex1_4:71346686-71346709:-_5-2	MUC7	345	375
TOMM20L_CCDS9734.1_ex0_14:58862784-58862807:+_5-2	TOMM20L	804	790
ATP6AP1L_CCDS34196.1_ex1_5:81606008-81606031:+_5-1	ATP6AP1L	138	151
SLC27A2_CCDS10133.1_ex0_15:50474851-50474874:+_5-1	SLC27A2	364	598
U2AF1L4_CCDS12473.1_ex1_19:36234790-36234813:-_5-1	U2AF1L4	692	395
ANKHD1_CCDS4225.1_ex1_5:139815774-139815797:+_5-1	ANKHD1	245	441
HIPK4_CCDS12555.1_ex2_19:40889994-40890017:-_5-5	HIPK4	417	605
TRIM28_CCDS12985.1_ex1_19:59056881-59056904:-_5-1	TRIM28	609	739
CRK_CCDS11002.1_ex1_17:1340414-1340437:+_5-2	CRK	400	358
DLEU7_CCDS53869.1_ex1_13:51417642-51417665:+_5-4	DLEU7	1239	834
RANGRF_CCDS11137.1_ex1_17:8192279-8192302:-_5-2	RANGRF	691	619
TNFRSF6B_CCDS13532.1_ex1_20:62328759-62328782:+_5-5	TNFRSF6B	1039	783
TMEM182_CCDS2064.1_ex3_2:103414308-103414331:+_5-3	TMEM182	601	670
EPOR_CCDS12260.1_ex4_19:11492408-11492431:-_5-2	EPOR	656	572
LITAF_CCDS32386.1_ex1_16:11647486-11647509:+_5-2	LITAF	214	272
CENPU_CCDS3838.1_ex6_4:185634096-185634119:-_5-1	CENPU	138	280
sgMACF1_10	MACF1_LS	211	426
GALM_CCDS1797.1_ex2_2:38908460-38908483:+_5-4	GALM	319	516
SLC37A2_CCDS31714.1_ex3_11:124947391-124947414:-_5-2	SLC37A2	933	835
TUBB3_CCDS10988.1_ex3_16:90001299-90001322:+_8-6	TUBB3	534	619
PQLC1_CCDS12020.1_ex3_18:77703323-77703346:-_8-3	PQLC1	552	634
LCORL_CCDS3425.1_ex6_4:18023244-18023267:+_5-5	LCORL	221	427
KRT33B_CCDS11389.1_ex5_17:39524181-39524204:-_4-2	KRT33B	277	521
sgPARP14_3	PARP14_LS	367	543
SMNDC1_CCDS7565.1_ex3_10:112058486-112058509:+_5-5	SMNDC1	125	737
ANKMY2_CCDS5361.1_ex5_7:16655454-16655477:-_5-2	ANKMY2	135	202
FAM84B_CCDS6358.1_ex0_8:127569445-127569468:-_5-5	FAM84B	115	419
ZNF148_CCDS3031.1_ex5_3:125032267-125032290:-_5-4	ZNF148	121	295
SIDT1_CCDS2974.1_ex11_3:113321887-113321910:-_5-5	SIDT1	860	900
ZNF816_CCDS33096.1_ex0_19:53454486-53454509:-_5-2	ZNF816	263	122
UTP14C_CCDS31978.1_ex0_13:52604226-52604249:+_5-5	UTP14C	573	424
FAM166A_CCDS35186.1_ex5_9:140140121-140140144:+_5-3	FAM166A	185	458
FABP1_CCDS2001.1_ex2_2:88425707-88425730:-_5-1	FABP1	424	420
